# Gene Family	ABM006_Abundance-RPKs	BE108_Abundance-RPKs	BE109_Abundance-RPKs	BE110_Abundance-RPKs	BE111_Abundance-RPKs	BE112_Abundance-RPKs	BE114_Abundance-RPKs	BE115_Abundance-RPKs	BE116_Abundance-RPKs	BE117_Abundance-RPKs	BE118_Abundance-RPKs	BE119_Abundance-RPKs	BE121_Abundance-RPKs	BE124_Abundance-RPKs	BE208_Abundance-RPKs	BE209_Abundance-RPKs	BE210_Abundance-RPKs	BE211_Abundance-RPKs	BE212_Abundance-RPKs	BE213_Abundance-RPKs	BE214_Abundance-RPKs	BE215_Abundance-RPKs	BE216_Abundance-RPKs	BE217_Abundance-RPKs	BE218_Abundance-RPKs	BE219_Abundance-RPKs	BE221_Abundance-RPKs	BE319_Abundance-RPKs	BL105_Abundance-RPKs	BL106_Abundance-RPKs	BL107_Abundance-RPKs	BL108_Abundance-RPKs	BL110_Abundance-RPKs	BL111_Abundance-RPKs	BL112_Abundance-RPKs	BS001_Abundance-RPKs	BS005_Abundance-RPKs	DJA002_Abundance-RPKs	EBO001_Abundance-RPKs	ERR2503700_Abundance-RPKs	ERR2868193_Abundance-RPKs	EXB015.A2001_Abundance-RPKs	EXB015.A2101_Abundance-RPKs	EXB015.A2501_Abundance-RPKs	EXB015.A2601_Abundance-RPKs	EXB020.A0101_Abundance-RPKs	EXB021.A0101_Abundance-RPKs	EXB022.A0101_Abundance-RPKs	EXB023.A0101_Abundance-RPKs	FDM001_Abundance-RPKs	G0001_Abundance-RPKs	G0005_Abundance-RPKs	G0007_Abundance-RPKs	G0008_Abundance-RPKs	G0009_Abundance-RPKs	G0011_Abundance-RPKs	G0012_Abundance-RPKs	G0013_Abundance-RPKs	G0014_Abundance-RPKs	G0016_Abundance-RPKs	G0017_Abundance-RPKs	G0018_Abundance-RPKs	G0019_Abundance-RPKs	G0020_Abundance-RPKs	G0021_Abundance-RPKs	G0026_Abundance-RPKs	G0028_Abundance-RPKs	G0031_Abundance-RPKs	G0033_Abundance-RPKs	G0034_Abundance-RPKs	G0036_Abundance-RPKs	GDC002_Abundance-RPKs	GDC004_Abundance-RPKs	GDC005_Abundance-RPKs	Gb1wash_Abundance-RPKs	Gb2wash_Abundance-RPKs	LIB007.A0117_Abundance-RPKs	LIB012.A0101_Abundance-RPKs	LIB013.A0101_Abundance-RPKs	LIB014.A0101_Abundance-RPKs	LIB015.A0101_Abundance-RPKs	LOB001_Abundance-RPKs	MTK001_Abundance-RPKs	MTM001_Abundance-RPKs	MTM002_Abundance-RPKs	MTM004_Abundance-RPKs	MTM005_Abundance-RPKs	MTM006_Abundance-RPKs	MTM008_Abundance-RPKs	MTM009_Abundance-RPKs	MTM010_Abundance-RPKs	MTM011_Abundance-RPKs	MTM012_Abundance-RPKs	MTM013_Abundance-RPKs	MTS001_Abundance-RPKs	MTS002_Abundance-RPKs	MTS003_Abundance-RPKs
GO:0000041: [BP] transition metal ion transport	2.06295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77158	7.61891	0	7.63104	0	0	0	0	0	0	0	0	0	9.65034	0.243865	0.233074	0	7.04287	5.14009	2.93414	4.75218	5.70862	10.7655	1.0983	9.99285	1.38734	0.303357	6.80109	0.373537	0	0	0	0.294808	0	1.0337	0	20.4185	31.2654	0	0	0	0	0	0	0	14.3213	18.4161	6.17401	11.961	43.6584	17.7152	35.117	1.71569	5.06904	18.9133	20.3543	37.4464	38.4635	25.8345	21.4654
GO:0000042: [BP] protein targeting to Golgi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138043	0	0.0628138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000045: [BP] autophagosome assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29096	0	0	0	0	0	0	0	0	0	0.474285	0.0569561	0	0	0	2.17684	0	2.07198	0	0	0	0	0	0.130098	0	2.27155	0	0	0	2.63757	0	2.51673	138.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000049: [MF] tRNA binding	795.061	0	0	0	0	0	365.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.938	1046.8	1017.33	1129.3	86.9799	579.083	0	123.823	0	0	0	0	0	0	707.645	863.297	446.342	695.924	981.559	878.666	867.049	862.705	668.143	182.322	826.765	961.944	1035.28	1090.09	444.635	1144.18	845.883	665.178	208.778	327.883	438.963	965.176	509.748	1014.61	1042.63	1272.58	1300.44	0	0	0	0	126.665	284.766	1281.06	1150.9	525.863	1141.67	1363.77	973.181	1525.98	564.587	1627.58	993.722	1026.47	776.304	1170.91	1130.22	785.47
GO:0000050: [BP] urea cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27026	0	0	0	0	0	0	0	0	0	0.102806	0.559707	0	0	0.109897	1.37088	0	0.39658	0	0	0	0.399343	0.0585168	0.207894	0.0757543	0.889025	0	0	0	0	0	1.52951	15.4615	6.62877	0	0.525176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05736	0.192204	0	1.71475	0	0
GO:0000053: [BP] argininosuccinate metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0658901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000054: [BP] ribosomal subunit export from nucleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70752	0	0	0	0	0	0	0	0	0	0	0.36937	0	0.329696	0	1.91187	0	0.336174	0	0	0	0	0	0.144149	0	2.47834	0	0	0	1.64953	0	3.18235	27.2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000055: [BP] ribosomal large subunit export from nucleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36926	0	0	0	0	0	0	0	0	0	0.0464467	0	0	0	0	2.44687	0	0.141823	0	0	0	0	0	0	0	2.78735	0	0	0	0	0	3.81986	27.5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000056: [BP] ribosomal small subunit export from nucleus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00632	0	0	0	0	0	0	0	0	0	0.0895892	0.0508321	0	0	0	0.919212	0	0.244033	0	0	0	0	0	0	0	0.591941	0	0	0	0	0	1.78949	20.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000059: [BP] protein import into nucleus, docking	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000060: [BP] protein import into nucleus, translocation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.482573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000062: [MF] fatty-acyl-CoA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391234	0	0	5.9019	0	8.11923	0	0	0	0	0	0	0	0	2.70033	32.8262	0.0556834	4.15849	2.23841	5.1926	2.09074	0	0.26373	0.851671	12.3738	0	2.5925	1.12734	0.358453	4.23825	19.7953	0	0	0	0.5396	0	2.97228	33.8756	8.78445	8.24049	7.76085	0	0	0	0	0	0	19.462	13.924	2.96394	6.96333	10.8313	7.57725	16.38	0	2.40846	15.9053	8.34076	3.30612	23.5239	10.2972	16.267
GO:0000064: [MF] L-ornithine transmembrane transporter activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000066: [BP] mitochondrial ornithine transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000070: [BP] mitotic sister chromatid segregation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52646	0	0	0	0	0	0	0	0	0	0.738049	0.0845899	0	0.360426	0	4.82816	0	5.76245	2.85973	0	0	0	0	0	0	4.96506	0	0	0	2.12153	0	6.48622	240.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000073: [BP] spindle pole body separation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000076: [BP] DNA replication checkpoint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4327	0	0	0	0	0	0	0	0	0	0	0.0768025	0	0	0.746351	0.604442	0	0.656809	0	0	0	0	0	0.0614027	0	1.33411	0	0	0	0	0	1.94002	26.4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
