taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (gorilla),structural_zero (beringei)
157688,22,FALSE,FALSE,FALSE,FALSE,0,0
1407499,13,FALSE,FALSE,FALSE,FALSE,0,0
1175444,5,FALSE,FALSE,FALSE,FALSE,0,0
1505907,Inf,TRUE,TRUE,TRUE,TRUE,0,1
70771,7,FALSE,FALSE,FALSE,FALSE,0,0
575,7,FALSE,FALSE,FALSE,FALSE,0,0
585,0,FALSE,FALSE,FALSE,FALSE,0,0
554,12,FALSE,FALSE,FALSE,FALSE,0,0
2589790,0,FALSE,FALSE,FALSE,FALSE,0,0
70863,0,FALSE,FALSE,FALSE,FALSE,0,0
46126,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1855823,2,FALSE,FALSE,FALSE,FALSE,0,0
1642,0,FALSE,FALSE,FALSE,FALSE,0,0
519472,0,FALSE,FALSE,FALSE,FALSE,0,0
51665,0,FALSE,FALSE,FALSE,FALSE,0,0
1705,5,FALSE,FALSE,FALSE,FALSE,0,0
39152,Inf,TRUE,TRUE,TRUE,TRUE,0,1
670,215,FALSE,FALSE,FALSE,FALSE,0,0
94122,1,FALSE,FALSE,FALSE,FALSE,0,0
256839,0,FALSE,FALSE,FALSE,FALSE,0,0
459472,3,FALSE,FALSE,FALSE,FALSE,0,0
2813777,10,FALSE,FALSE,FALSE,FALSE,0,0
42858,13,FALSE,FALSE,FALSE,FALSE,0,0
1884263,391,FALSE,TRUE,TRUE,TRUE,0,0
67760,Inf,TRUE,TRUE,TRUE,TRUE,0,1
485,328,FALSE,FALSE,FALSE,TRUE,0,0
42862,7,FALSE,FALSE,FALSE,FALSE,0,0
1307,3,FALSE,FALSE,FALSE,FALSE,0,0
2566012,1,FALSE,FALSE,FALSE,FALSE,0,0
70255,7,FALSE,FALSE,FALSE,FALSE,0,0
588,22,FALSE,FALSE,FALSE,FALSE,0,0
29471,Inf,TRUE,TRUE,TRUE,TRUE,1,0
2587862,11,FALSE,FALSE,FALSE,FALSE,0,0
666,19,FALSE,FALSE,FALSE,FALSE,0,0
1426,0,FALSE,FALSE,FALSE,FALSE,0,0
153151,0,FALSE,FALSE,FALSE,FALSE,0,0
28035,0,FALSE,FALSE,FALSE,FALSE,0,0
1868793,4,FALSE,FALSE,FALSE,FALSE,0,0
29555,1,FALSE,FALSE,FALSE,FALSE,0,0
712150,Inf,TRUE,TRUE,TRUE,TRUE,1,0
