taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (graueri <1000),structural_zero (graueri >1000)
137591,0,FALSE,FALSE,FALSE,FALSE,0,0
46256,Inf,TRUE,TRUE,TRUE,TRUE,0,1
83683,0,FALSE,FALSE,FALSE,FALSE,0,0
1868793,0,FALSE,FALSE,FALSE,FALSE,0,0
1229909,Inf,TRUE,TRUE,TRUE,TRUE,1,0
2816912,Inf,TRUE,TRUE,TRUE,TRUE,0,1
575200,Inf,TRUE,TRUE,TRUE,TRUE,0,1
1583,Inf,TRUE,TRUE,TRUE,TRUE,0,1
375175,0,FALSE,FALSE,FALSE,FALSE,0,0
152331,0,FALSE,FALSE,FALSE,FALSE,0,0
392416,Inf,TRUE,TRUE,TRUE,TRUE,0,1
102862,Inf,TRUE,TRUE,TRUE,TRUE,1,0
1703970,0,FALSE,FALSE,FALSE,FALSE,0,0
2059875,0,FALSE,FALSE,FALSE,FALSE,0,0
526944,Inf,TRUE,TRUE,TRUE,TRUE,1,0
1133329,0,FALSE,FALSE,FALSE,FALSE,0,0
712150,0,FALSE,FALSE,FALSE,FALSE,0,0
2714036,Inf,TRUE,TRUE,TRUE,TRUE,1,0
2027290,Inf,TRUE,TRUE,TRUE,TRUE,1,0
82688,Inf,TRUE,TRUE,TRUE,TRUE,1,0
