HMT_ID	Domain	Phylum	Class	Order	Family	Genus	Species	Status	Body_site	Warning	Type_strain	16S_rRNA	Clone_count	Clone_%	Clone_rank	Synonyms	NCBI_taxon_id	NCBI_pubmed_count	NCBI_nucleotide_count	NCBI_protein_count	Genome_ID	General_info	Cultivability	Phenotypic_characteristics	Prevalence	Disease	References
022	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	mirabilis	Named	Oral			AY005030|X73223	138	0.40	50		47671	7	191	5330	SEQF1967	N/A					
023	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	acidovorans	Named	Unassigned			AB020186	4	0.01	365	Comamonas acidivorans|Comamonas acidovorans|Pseudomonas acidovorans|Pseudomonas desmolytica|Pseudomonas indoloxidans	80866	121	694	44640	SEQF1413|SEQF2536|SEQF2537|SEQF2709	N/A					
024	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	thermodepolymerans	Named	Unassigned		DSM 15264	AF125876	0	0.00	0	dehydroabietic acid-degrading bacterium DhA-71	215580	0	0	0	SEQF3155|SEQF3156|SEQF3160	N/A					
025	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix	sp. HMT 025	Phylotype	Unassigned			AF385528	11	0.03	267	Oral Clone AV011a	712353	0	11	0		N/A					
026	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	aquatica	Named	Unassigned		LMG 23380	AF385538	9	0.03	294	Oral Clone CA004	376175	0	9	0		N/A					
027	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	gilardii	Named	Unassigned			AY005039	0	0.00	0	Strain TFI C37KA	82541	0	0	0	SEQF2854	N/A					
028	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	sp. HMT 028	Unnamed	Unassigned			AY005031	14	0.04	236	Strain TFI A08KA	712523	0	14	0		N/A					
029	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	vincentii	Named	Oral			AF033309	5	0.01	343		69710	59	207	9551	SEQF1610|SEQF1947	N/A					
030	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	afermentans	Named	Unassigned												SEQF2886						
031	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	amycolatum	Named	Unassigned												SEQF2910|SEQF2942|SEQF2949|SEQF2951|SEQF2956|SEQF2964|SEQF2967|SEQF2975|SEQF2979|SEQF2992|SEQF2995|SEQF2996|SEQF3006|SEQF3012|SEQF3013|SEQF3014|SEQF3015|SEQF3017|SEQF3020|SEQF3024|SEQF3028|SEQF3031|SEQF3033|SEQF3034|SEQF3037						
032	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	sp. HMT 032	Phylotype	Unassigned			AF385547	8	0.02	309	Oral Clone AZ002	712508	0	8	0		N/A					
033	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	appendicis	Named	Unassigned												SEQF2915						
034	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	aurimucosum	Named	Unassigned												SEQF2903|SEQF2936|SEQF2938|SEQF2939|SEQF2944|SEQF2948|SEQF2950|SEQF2971|SEQF2981|SEQF2989|SEQF2991|SEQF3001|SEQF3009|SEQF3010|SEQF3019|SEQF3032|SEQF3042|SEQF3043|SEQF3045|SEQF3046|SEQF3048						
035	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	paraphrohaemolyticus	Named	Oral		NCTC 10670	AY005034	11	0.03	267	Oral Clone BJ021	736	0	11	0	SEQF2918	N/A					
036	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	sp. HMT 036	Unnamed	Oral			AY005033	110	0.32	64	Clone BJ095|Strain P7A_FAAD5|Strain W6487	712310	0	110	0	SEQF2869|SEQF3061	N/A					
037	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	nitritireducens	Named	Unassigned		ATCC BAA-12	AF385546	82	0.24	86	Oral Clone AY088	83617	0	82	0	SEQF2800|SEQF2803	N/A					
038	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	uli	Named	Oral			AF292373	14	0.04	236	Atopobium uli|Lactobacillus uli	133926	19	43	7180	SEQF1031|SEQF2631	N/A					
039	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	sp. HMT 039	Phylotype	Unassigned			AF385539	1	0.00	459	Oral Clone CA006	712185	0	1	0		N/A					
040	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	sp. HMT 040	Phylotype	Unassigned			AY005035	3	0.01	387	Oral Clone BB161	712259	0	3	0		N/A					
041	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	sp. HMT 041	Phylotype	Oral			AY005037	32	0.09	158	Oral Clone R004	712258	0	875	0	SEQF2485|SEQF2486|SEQF2538|SEQF2548	N/A					
042	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Mogibacterium	timidum	Named	Oral			U13042	94	0.27	78	Eubacterium timidum	35519	9	133	1657	SEQF2630|SEQF3171	N/A					
044	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	sp. HMT 044	Phylotype	Oral			AY005038	6	0.02	332	Oral Clone BB120	712200	0	6	0		N/A					
045	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	clausii	Named	Unassigned			AJ297498|AB043853	12	0.03	255		79880	69	12897	17592	SEQF1170	N/A					
046	Bacteria	Firmicutes	Bacilli	Bacillales	Gemellaceae	Gemella	morbillorum	Named	Oral		ATCC 27824	L14327|Y13366	546	1.57	7	Diplococcus morbillorum|Peptostreptococcus morbillorum|Streptococcus morbillorum	29391	151	661	3184	SEQF2298	This species was formerly known as Streptococcus morbillorum but was moved to Gemella on the basis of phylogenetic analysis based on 16S rRNA sequence comparisons.	Facultative anaerobe producing small (	Gram positive cocci found in pairs or short chains. Weakly fermentative and generally unreactive in commonly used biochemical and physiological tests and thus difficult to definitively identify by phenotypic means; molecular identification is recommended [1].	Found in dental plaque, on the tongue and has been isolated from periodontal pockets in periodontitis and exudate from pericoronitis associated with erupting third molars	Although found as part of the normal microbiota of the mouth and gastrointestinal orogenital tracts, Gemella morbillorum is capable of causing a wide range of infections. Most of these can be attributed to spread via the bloodstream and thus infective endocarditis is the commonest. Other infections include meningitis, brain, liver and lung abscess, osteomyelitis and septic thrombophlebitis.	J Clin Microbiol. 1998 Apr;36(4):866-71[PID:9542900]
047	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	jeikeium	Named	Unassigned												SEQF2874|SEQF2978|SEQF3023						
048	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	sp. HMT 048	Phylotype	Unassigned			AF385540	9	0.03	294	Oral Clone CA007	712417	0	9	0		N/A					
049	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	kroppenstedtii	Named	Unassigned												SEQF2862						
050	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	macginleyi	Named	Unassigned												SEQF3149|SEQF3161|SEQF3162						
051	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	vaginalis	Named	Oral			AY005048	87	0.25	83		1633	36	581	3736	SEQF1783	N/A					
052	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp. HMT 052	Lost	Unassigned			To be submitted	0	0.00	0	Strain TFI DoxG2	671212	0	1	0		N/A					
053	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	minutissimum	Named	Unassigned												SEQF2878|SEQF3047						
054	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	pilbarense	Named	Unassigned												SEQF2873|SEQF2969|SEQF2998|SEQF3000						
056	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 056	Unnamed	Oral			AF385545	30	0.09	164	Oral Clone AY020	712620	0	35	3861	SEQF1847|SEQF2773	N/A					
057	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 057	Lost	Oral			AF385550	22	0.06	188	Oral Clone BE024	712621	0	22	0		N/A					
058	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis subsp. dentisani clade 058	Named	Oral			AY005042|AY005043|AY005044|AY278632	251	0.72	26	Oral Clone BW009|Oral Clone BM035|Streptococcus oralis subsp. dentisani|Oral Clone C3MLM097|Oral Clone CH016	712622	1	355	3580	SEQF1704|SEQF3075	2017-09-08 (TC) This species was suggested to merge with Streptococcus oralis subsp. dentisani (HOT398)&nbsp;based on the published genomic study by Jensen et. al. (2016). http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001433.  However since the 16S rRNA sequences AY005042, AY005043, AY005044, AY278632 that represent HOT058 form a distinct clade significantly away from that of HOT398 on the 16S rRNA phylogenetic tree, these sequences may represent a distinct strain for the species. We retained this HOT but changed the name to "Streptococcus oralis subsp. dentisani clade 058" so that future sequencing study can distinguish these sequences from others of this species.  					
059	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	propinquum	Named	Nasal												SEQF3081						
060	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	pseudodiphtheriticum	Named	Nasal												SEQF2911|SEQF2972|SEQF2984|SEQF3041						
061	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 061	Lost	Oral			AF432131|AF432132	49	0.14	128	Oral Clone DN025|Oral Clone DP009	712623	0	49	0	SEQF3173	N/A					
062	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	simulans	Named	Unassigned												SEQF2866|SEQF2952|SEQF2955|SEQF2961|SEQF2990|SEQF3002|SEQF3005|SEQF3029|SEQF3036						
063	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	singulare	Named	Unassigned												SEQF2846|SEQF3039						
064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 064	Unnamed	Oral			AF385574|AY278609	460	1.32	12	Oral Clone C5MLM037|Oral Clone EK048	712624	0	460	0	SEQF2662|SEQF2905	N/A					
066	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 066	Unnamed	Oral			AF432135|AF481230	127	0.36	57	Oral Clone FN051|Oral Clone MCE7_144	712626	0	127	0	SEQF1889	N/A					
070	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis subsp. tigurinus clade 070	Unnamed	Oral			AY005040	131	0.38	55	Hans strain 12A|Hans strain 7A	671226	0	132	0	SEQF1888	N/A					
071	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	oralis subsp. tigurinus clade 071	Named	Oral		ATCC 15914	AY278631|AY207064|AY207062|AY005041	189	0.54	37	Streptococcus tigurinus|Strain TFI H6	1077464	0	226	3150	SEQF1913|SEQF2312	2017-05-04 (TC) This species was renamed based on the published proposal by Jensen et. al. (2016). http://ijs.microbiologyresearch.org.ezp-prod1.hul.harvard.edu/content/journal/ijsem/10.1099/ijsem.0.001433					
072	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	striatum	Named	Unassigned												SEQF2859|SEQF2999|SEQF3044						
073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	australis	Named	Oral		ATCC 700641	AF385525|AF184974	179	0.51	39		113107	8	371	6393	SEQF2020	N/A					
074	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sp. HMT 074	Lost	Oral			AF385526	54	0.15	118	Strain TFI T4-E3	712631	0	53	0		N/A					
075	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-1]	bacterium HMT 075	Phylotype	Oral			AF287779	64	0.18	102	Oral Clone A035|Oral Clone F058	541000	0	0	0		N/A					
076	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	warneri	Named	Oral			L37603	3	0.01	387	Staphylococcus warnerii	1292	203	1200	20673	SEQF2442|SEQF1839|SEQF2208|SEQF2712|SEQF2713	N/A					
077	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	tuberculostearicum	Named	Unassigned												SEQF2882|SEQF2943|SEQF2977|SEQF2987|SEQF2993|SEQF2994|SEQF3030						
078	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Oribacterium	sp. HMT 078	Unnamed	Oral			AF287771	5	0.01	343	Oral Clone AO068|Strain F0190	652706	0	335	11275	SEQF1603|SEQF2448	N/A	A strain of this taxa has recent been isolated, F0190, but not yet characterized.				
080	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Butyrivibrio	sp. HMT 080	Phylotype	Oral			AF287772	4	0.01	365	Clone BB124	830	0	0	0		N/A					
081	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	bacterium HMT 081	Unnamed	Oral			AF287764	3	0.01	387	Clone BB142	186804	0	0	0	SEQF2652|SEQF3179	N/A					
082	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnoanaerobaculum	orale	Named	Oral		CCUG 60305|N1|DSM 24533	AF385552|HQ877677	15	0.04	228	 Lachnospiraceae bacterium oral taxon 082 str. F0431 | Lachnospiraceae sp. strain F0431| Lachnospiraceae [G-1] sp. oral taxon 082 | Clone BE088 	979627	1	2	0	SEQF1881	Recently named Lachnoanaerobaculum oral in paper "Lachnoanaerobaculum a new genus in Lachnospiraceae; characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from human small intestine, Lachnoanaerobaculum orale gen. nov., sp. nov., isolated from saliva and reclassification of Eubacterium saburreum (Prevot) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov". PMID: 22228654. &nbsp;The genome for this strain is available as Lachnospiraceae bacterium oral taxon 082 str. F0431 AGRL00000000.&nbsp; The name change is not yet refledted for the genome at NCBI (11-02-2012).					
083	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnoanaerobaculum	sp. HMT 083	Phylotype	Oral			AF385557|AF385562	3	0.01	387	Clone BR088|Clone BS091	1164882	0	0	0	SEQF2858|SEQF2917	N/A					
084	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	palustris	Named	Unassigned												SEQF2861						
085	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae [G-2]	bacterium HMT 085	Phylotype	Oral			AF385563	24	0.07	181	Oral Clone BU014	541000	0	0	0		N/A					
086	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnospiraceae [G-7]	bacterium HMT 086	Phylotype	Oral			AF385567	4	0.01	365	Oral Clone BU061	186803	0	0	0		N/A					
087	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	luteus	Named	Unassigned												SEQF2897						
088	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnospiraceae [G-2]	bacterium HMT 088	Phylotype	Oral			AF287775	1	0.00	459		186803	0	0	0		N/A					
089	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnoanaerobaculum	sp. HMT 089	Phylotype	Unassigned			AF287776	2	0.01	409	Oral Clone CK004	1164882	0	0	0		N/A					
090	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Butyrivibrio	sp. HMT 090	Phylotype	Unassigned			AF287773	1	0.00	459	Oral Clone CK030	830	0	0	0		N/A					
091	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-2]	bacterium HMT 091	Phylotype	Oral			AF287762	5	0.01	343	Oral Clone CK047	186804	0	0	0		N/A					
092	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	weaveri	Named	Oral			L10738	0	0.00	0	CDC group M-5	28091	10	221	7615	SEQF2330|SEQF2331	N/A					
093	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales [F-1]	Clostridiales [F-1][G-1]	bacterium HMT 093	Phylotype	Oral			AF481213	10	0.03	280	Oral Clone CK059|Oral Clone MCE7_107	186802	0	0	0		N/A					
094	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnospiraceae [G-10]	bacterium HMT 094	Phylotype	Unassigned			AF287768	2	0.01	409	Oral Clone DA074	186803	0	2	0		N/A					
095	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Shuttleworthia	satelles	Named	Oral			AF385507|AF385570|AF399956	76	0.22	91		177972	4	104	4486	SEQF1045	N/A					
096	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnospiraceae [G-2]	bacterium HMT 096	Unnamed	Oral			AF385508	20	0.06	198	DO008	186803	0	0	0	SEQF2649|SEQF3057	N/A					
097	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Stomatobaculum	sp. HMT 097	Unnamed	Oral			AF385510	10	0.03	280	Oral Clone DO016	1213720	0	0	0		N/A					
098	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	nonliquefaciens	Named	Nasal												SEQF2900|SEQF2947						
099	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	macacae	Named	Unassigned												SEQF2876						
100	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnospiraceae [G-3]	bacterium HMT 100	Phylotype	Oral			AF385573	58	0.17	112	Oral Clone EI074	186803	0	0	0		N/A					
101	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	perflava	Named	Unassigned												SEQF2927|SEQF3089|SEQF3153						
102	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Oribacterium	sp. HMT 102	Unnamed	Oral			AF481218	16	0.05	224	Oral Clone FB046|Oral Clone MCE7_60	671214	0	17	0	SEQF2358|SEQF3175	N/A					
103	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-4]	bacterium HMT 103	Phylotype	Oral			AJ012604	11	0.03	267	Oral Clone PUS9.170	186804	0	0	0		N/A					
104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	yeei	Named	Unassigned												SEQF2867						
105	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-1]	[Eubacterium] infirmum	Named	Oral		NCTC 12940	AF287761|U13039	57	0.16	113	Oral strain W 1417	186804	0	0	0	SEQF1695|SEQF1108	Eubacterium infirmum belongs to a phylogenetic cluster distant from Eubacterium limosum, the type species of the genus and is therefore not a member of Eubacterium sensu stricto. Along with many other members of this poorly-defined genus, E. infirmum will be assigned to a novel genus in due course.	Slow growth on Fastidious Anaerobe Agar + 5% horse blood plates. After 7 days, colonies are approximately 1 mm in diameter, circular, convex and translucent.	Cells are obligately anaerobic, non-spore-forming, nonmotile, Gram-positive, short rods (0.5 &micro;m by 1-2 &micro;m) [1]. Cells occur singly. Asaccharolytic. End-products of metabolism are moderate amounts of acetate and butyrate. The mol% G+C of the DNA is 38.	Found in the human mouth	Isolated from subgingival plaque in periodontitis.	Int J Syst Bacteriol. 1996 Oct;46(4):957-9[PID:8863423]
106	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae [XI]	Peptostreptococcaceae [XI][G-7]	[Eubacterium] yurii subsp. schtitka	Named	Oral			AF287765	2	0.01	409	Oral Strain TFI A3MT|Eubacterium yurii	186804	0	0	0		N/A					
107	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Lachnoanaerobaculum	umeaense	Named	Oral			AF287777|FJ796700|FJ577253	54	0.15	118	  Oral Strain C27KA |   Oral Strain F0167| Lachnospiraceae [G-1] sp. oral taxon 107 |Lachnospiraceae bacterium oral taxon 107 	617123	1	2	0	SEQF1478	Lachnospiraceae bacterium Oral taxon 107 strain F0167 has been isolated from a human subject by the Moore&#39;s Laboratory in March 1988. The subject was a 14 year old American white male. The bacteria was isolated from the subgingival oral biofilm. The bacteria was grown in anaerobic conditions. The partial 16S ribosomal RNA gene was deposited to GenBank under the reference FJ577253. The strain is available at www.bei.org under the reference HM-7.&nbsp;The genome of this strain is available as&nbsp;ADDS00000000.&nbsp; Recently named&nbsp;Lachnoanaerobaculum umeaense&nbsp;in "Lachnospiraceae; characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from human small intestine, Lachnoanaerobaculum orale gen. nov., sp. nov., isolated from saliva and reclassification of Eubacterium saburreum (Prevot) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov". PMID: 22228654.&nbsp;&nbsp; The name change is not yet refledted for the genome at NCBI (11-02-2012).					
108	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae [XIV]	Oribacterium	asaccharolyticum	Named	Oral		ACB7	AF287770	22	0.06	188	Oral Strain TFI FTB41	1501332	0	27	4384	SEQF1854	N/A					
109	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	harei	Named	Unassigned												SEQF2888|SEQF2960|SEQF3035						
110	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	sp. HMT 110	Unnamed	Oral			AF287767|AY349390	54	0.15	118	Oral Clone AJ062|Oral Clone FJ023|Oral Clone HE064	671230	0	62	3209	SEQF1676	N/A					
