taxa_id,W,detected_0.9,detected_0.8,detected_0.7,detected_0.6,structural_zero (beringei),structural_zero (gorilla),structural_zero (graueri <1000),structural_zero (graueri >1000)
634157,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29284,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2743090,25,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2743089,27,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1853690,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
755307,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
35746,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
114529,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2252,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1547898,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
60847,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
699433,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
869886,8,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1457250,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2716717,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1604004,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2599399,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1873524,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2650975,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1853682,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
1710539,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
88724,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
29288,10,FALSE,FALSE,FALSE,FALSE,0,0,0,0
44930,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
353800,13,FALSE,FALSE,FALSE,FALSE,0,0,0,0
61858,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
62320,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
83986,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2210,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
187880,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
2173,414,TRUE,TRUE,TRUE,TRUE,0,0,0,0
230361,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
145262,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
1874277,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
9606,19,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1924733,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1982291,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
60548,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
548,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
587,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1609966,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1363,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
650,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1717,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
2778078,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
396015,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1359,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
136098,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
2291939,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2364271,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1183401,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
187304,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1850238,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1850250,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1061,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
1389011,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
2587858,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
134537,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
93220,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1232667,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
926,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
486,Inf,TRUE,TRUE,TRUE,TRUE,0,1,1,1
2739434,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
327160,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1134687,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
244366,12,FALSE,FALSE,FALSE,FALSE,0,0,0,0
571,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2799495,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
54291,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
553,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
34038,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
69964,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
654,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
62322,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
283699,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
882626,8,FALSE,FALSE,FALSE,FALSE,0,0,0,0
881,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
373068,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1718,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1652495,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
2735317,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29320,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
169480,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
2171623,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2081702,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1839799,355,FALSE,TRUE,TRUE,TRUE,0,0,0,0
1366,45,FALSE,FALSE,FALSE,FALSE,0,0,0,0
218144,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2695882,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1596,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
1587,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
227942,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
97478,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1597,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1580,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2748,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
1283,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29388,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1292,9,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1290,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
69966,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
142864,Inf,TRUE,TRUE,TRUE,TRUE,0,1,1,1
56956,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1446467,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
76832,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
940615,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
157687,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
157688,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1407499,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1175444,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1505907,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1,0
121277,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
70771,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
575,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
29486,Inf,TRUE,TRUE,TRUE,TRUE,0,1,1,0
585,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
554,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
38293,5,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2589790,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
70863,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1842727,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
373067,34,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1281,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
46126,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
1855823,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1903056,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1642,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2829816,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1,0
1389960,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
519472,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
147709,6,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1599,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
51665,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1705,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
39152,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1,0
670,109,FALSE,FALSE,FALSE,FALSE,0,0,0,0
94122,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
256839,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1190813,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
41170,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
459472,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
2813777,4,FALSE,FALSE,FALSE,FALSE,0,0,0,0
42858,3,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1884263,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
109328,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
67760,Inf,TRUE,TRUE,TRUE,TRUE,1,0,1,1
485,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
42862,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1307,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
70255,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
633,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,1
588,11,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29471,Inf,TRUE,TRUE,TRUE,TRUE,0,1,1,1
2587862,2,FALSE,FALSE,FALSE,FALSE,0,0,0,0
666,7,FALSE,FALSE,FALSE,FALSE,0,0,0,0
1426,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,1
28035,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0
137591,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
46256,Inf,TRUE,TRUE,TRUE,TRUE,0,0,0,1
1868793,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
29555,Inf,TRUE,TRUE,TRUE,TRUE,0,0,1,0
2816912,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,1
375175,1,FALSE,FALSE,FALSE,FALSE,0,0,0,0
2059875,Inf,TRUE,TRUE,TRUE,TRUE,1,0,0,0
712150,Inf,TRUE,TRUE,TRUE,TRUE,0,1,0,0
